,0
336,"Mr. J.L.B. Matekoni, proprietor of Tlokweng Road Speedy Motors, found it difficult to believe that Mma Ramotswe, the accomplished founder of the No. 1 Ladies' Detective Agency, had agreed to marry him."
337,"The correct address of Precious Ramotswe, Botswana's foremost solver of problems - in the sense that this was where she could be found between eight in the morning and five in the afternoon, except when she was not there - was The No. 1 Ladies' Detective Agency, c/o Tlokweng Road Speedy Motors, Gaborone, Botswana."
338,"The two stalwart highway patrolmen guarding the barricade stared at her without registering any emotion, but because of the media blitz of the past few days, she knew they recognized her and that, in spite of their implacable demeanor, they were curious to know why Judge Holly Spencer was angling to get closer to the scene of a bloodbath."
339,"Illiterates, abecedarians, elitists, rodents all - I will tell you this: I, Zebra, born Bibi Abbas Abbas Hosseini on a scorching August day in 1982, am a descendant of a long ling of self-taught men who repeatedly abandoned their capital, Tehran, where blood has been washed with blood for a hundred years, to take refuge in Nowshahr, in the languid, damp regions of Mazandaran."
340,"In making this statement - which I do of my own free will - I wish first to make it perfectly clear that I am not in any way trying to gain sympathy, nor do I expect any mitigation of whatever sentence the court may pronounce."
341,"The face of Nicholas Easter was slightly hidden by a display rack filled with slim cordless phones, and he was looking not directly at the hidden camera but somewhere off to the left, perhaps at a customer, or perhaps at a counter where a group of kids hovered over the latest electronic games from Asia."
342,"Through the shredded black clouds a fire moved like a dying star, falling back to earth - the earth, that is, of the Discworld - but unlike any star had ever done before, it sometimes managed to steer its fall, sometimes rising, sometimes twisting, but inevitably heading down."
343,"I was seven years old  before I first understood the meaning  of ""bad"" and ""good"", because it was at that time I noticed carefully that my father married three wives, as they were doing in those days, if it is not common nowadays."
344,"When John Dortmunder, relieved, walked out of Pointers and back to the main sales floor of the O.J. Bar & Grill on Amsterdam Avenue, a little after ten that Wednesday evening in November, the silence was unbelievable, particularly in contrast with the racket that had been going on when he'd left."
345,"A Danish Norseman or Norwegian Dane named Brodar, who wasn't particularly brilliant or scintillating and never did anything else that got him into the history books, killed an old man around the hour of sunset on April 23, 1014 in a bull-grazing field called Clontarf, on the north coast of Dublin Bay."
346,"At the end of the continent, near the foot of Wilshire Boulevard, Jesse Stone stood and leaned on the railing in the darkness above the Santa Monica beach and stared at nothing, while below him the black ocean rolled away toward Japan. "
347,"It is a warm summer evening, and by the light of a full white moon, I, John Whitman Sutter, am watching my wife, Susan Stanhope Sutter, as she rides her horse Zanzibar across the quiet acres of Stanhope Hall, her ancestral estate."
